path,current_db_match,match_kind,confidence,chapter_code,chapter_name,command_name,command_code,operation_type,matched_object_prefix,matched_command_count,matched_commands,reason
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportInterval,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportOnLeave,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ReportQuantityCell,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.RptQuantityRsIndex,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.RsType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.Threshold2TriggerType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.ThresholdTriggerType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.TimeToTrigger,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A5MeasureCtrl.{i}.UseWhiteCellList,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.Bitmap,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.BitmapType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.DeriveSSBIndexFromCell,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.Enable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.FreqBandIndicatorNR,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.NrofSSBlocksToAverage,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.OffsetToPointA,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.RsrpOffsetCsiRs,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.RsrpOffsetSSB,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.RsrqOffsetCsiRs,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.RsrqOffsetSSB,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SSBFrequency,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SSBlocksConsolidationRsrp,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SSBlocksConsolidationRsrq,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SSBlocksConsolidationSinr,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SinrOffsetCsiRs,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SinrOffsetSSB,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SmtcDuration,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SmtcOffset,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SmtcPeriodicity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SsbSubcarrierOffset,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.InterFreq.Carrier.{i}.SubcarrierSpacing,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.PeriodMeasCtrl.{i}.MaxReportCells,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.PeriodMeasCtrl.{i}.MeasurePurpose,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.PeriodMeasCtrl.{i}.ReportAmount,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.PeriodMeasCtrl.{i}.ReportInterval,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.PeriodMeasCtrl.{i}.ReportQuantity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.AllowedMeasBandwidth,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.BlackPhysCellIdRange,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.BlackPhysCellIdStart,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.CellReselectionPriority,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.EUTRACarrierARFCN,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.PMaxEUTRA,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.PresenceAntennaPort1,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.QQualMin,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.QRxLevMin,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.TReselectionEUTRA,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.ThreshXHigh,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.ThreshXHighQ,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.EUTRA.Carrier.{i}.ThreshXLow,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.AbsThreshSSBlocksConsolidation,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.BlackPhysCellIdRange,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.BlackPhysCellIdStart,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.CellReselectionPriority,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.CellReselectionSubPriority,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.DeriveSSBIndexFromCell,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.DlCarrierFreq,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.NrofSSBlocksToAverage,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.Pmax,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QOffsetFreq,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QQualMin,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
