standard_path,link_count,command_count,operation_types,chapter_codes,command_codes,group_codes,description
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.A5Threshold2RSRP,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,A5事件RSRP门限2
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.A5Threshold2RSRQ,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,A5事件RSRQ门限2
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.ReportQuantity,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,上报量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.TriggerQuantity,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,触发量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.Hysteresis,2,2,"LST,MOD",SJ,LST CONN_MODE_EUTRA; MOD CONN_MODE_EUTRA,chapter:SJ,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.MeasureCtrl.Smeasure,2,2,"LST,MOD",SJ,LST CONN_MODE_EUTRA; MOD CONN_MODE_EUTRA,chapter:SJ,测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.PeriodMeasCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST PERIOD_MEAS_CTRL; MOD PERIOD_MEAS_CTRL,chapter:SJ,小区的最大数目
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.PeriodMeasCtrl.{i}.MeasurePurpose,2,2,"LST,MOD",SJ,LST PERIOD_MEAS_CTRL; MOD PERIOD_MEAS_CTRL,chapter:SJ,测量目的
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.PeriodMeasCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST PERIOD_MEAS_CTRL; MOD PERIOD_MEAS_CTRL,chapter:SJ,测量报告次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.PeriodMeasCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST PERIOD_MEAS_CTRL; MOD PERIOD_MEAS_CTRL,chapter:SJ,周期性测量报告
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.TimeToTrigger,2,2,"LST,MOD",SJ,LST CONN_MODE_EUTRA; MOD CONN_MODE_EUTRA,chapter:SJ,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.B1ThresholdCDMA2000,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,B1事件门限(CDMA2000)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.B1ThresholdGERAN,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,B1事件门限(GERAN)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.B1ThresholdUTRAEcN0,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,B1事件EcN0门限(UTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.B1ThresholdUTRARSCP,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,B1事件RSCP门限(UTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST B1_MEASURE_CTRL; MOD B1_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold1EutraRSRP,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2事件RSRP门限(EUTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold1EutraRSRQ,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2事件RSRQ门限(EUTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2CDMA2000,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2事件门限(CDMA2000)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2GERAN,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2事件门限(GERAN)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2UTRAEcN0,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2事件EcN0门限(UTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2UTRARSCP,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,B2触发RSCP门限(UTRA)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST B2_MEASURE_CTRL; MOD B2_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.MeasQuantityGERAN,2,2,"LST,MOD",SJ,LST CONN_MODE_IRAT; MOD CONN_MODE_IRAT,chapter:SJ,GERAN测量量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.MeasQuantityUTRAFDD,2,2,"LST,MOD",SJ,LST CONN_MODE_IRAT; MOD CONN_MODE_IRAT,chapter:SJ,UTRA测量量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.QoffsetGERAN,2,2,"LST,MOD",SJ,LST CONN_MODE_IRAT; MOD CONN_MODE_IRAT,chapter:SJ,GERAN频点偏移量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.IRAT.QoffsetUTRA,2,2,"LST,MOD",SJ,LST CONN_MODE_IRAT; MOD CONN_MODE_IRAT,chapter:SJ,UTRA频点偏移量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.IntraFreqReselection,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频重选指示
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.NCellChangeHigh,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,进入高速重选次数门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.NCellChangeMedium,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,进入中速重选次数门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.QHystSFHigh,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,Qhyst比例因子(高速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.QHystSFMedium,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,Qhyst比例因子(中速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.Qhyst,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,服务小区重选迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.TEvaluation,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,允许小区重选数目的间隔时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.Common.THystNormal,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,正常状态附加判决时长
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.BCCHARFCN,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,GERAN小区频点
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.CellReselectionPriority,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,异系统GERAN重选优先级配置
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.PMaxGERAN,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,UE最大许可传输功率
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.QRxLevMin,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,GERAN最低接收电平
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.ThreshXHigh,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,GERAN高优先级重选门限值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.GERANFreqGroup.{i}.ThreshXLow,2,2,"LST,MOD",SJ,LST GERAN_FREQ_GROUP; MOD GERAN_FREQ_GROUP,chapter:SJ,GERAN低优先级重选门限值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.GERAN.TReselectionGERAN,2,2,"LST,MOD",SJ,LST IDLE_MODE_IRAT; MOD IDLE_MODE_IRAT,chapter:SJ,GERAN小区重选时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.TReselectionUTRA,2,2,"LST,MOD",SJ,LST IDLE_MODE_IRAT; MOD IDLE_MODE_IRAT,chapter:SJ,UTRAN小区重选时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.CellReselectionPriority,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN频点重选优先级
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.PMaxUTRA,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN最大允许发射功率
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.QRxLevMin,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN最低接收电平
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.ThreshXHigh,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN频点高优先级重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.ThreshXLow,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN频点低优先级重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IRAT.UTRA.UTRANFDDFreq.{i}.UTRACarrierARFCN,2,2,"LST,MOD",SJ,LST UTRANFDD_FREQ; MOD UTRANFDD_FREQ,chapter:SJ,UTRAN小区频点
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.CellReselectionPriority,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,异频小区重选优先级
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.EUTRACarrierARFCN,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,EARFCN
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.Enable,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.PMax,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,UE最大允许发射功率
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QOffsetFreq,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,小区间频率偏移量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.QRxLevMinSIB5,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,异频邻区最小接收电平
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRA,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,异频小区重选时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRASFHigh,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,TReselectionEUTRA比例因子(高速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionEUTRASFMedium,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,TReselectionEUTRA比例因子(中速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXHigh,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,异频高优先级重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLow,2,2,"LST,MOD",SJ,LST CARRIER; MOD CARRIER,chapter:SJ,异频低优先级重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.AllowedMeasBandwidth,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,测量带宽
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.CellReselectionPriority,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频小区重选优先级
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.PMax,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,UE允许最大发射功率
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinOffsetR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,小区选择最低接入信号质量偏置
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinR9Reselection,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,小区重选最低接入信号质量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QQualMinR9Selection,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,小区选择最低接入信号质量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinOffset,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,最小接收电平偏移量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB1,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,服务小区最小接收电平
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB3,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频邻区最小接收电平
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearch,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearchPR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频RSRP测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SIntraSearchQR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频RSRQ测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearch,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,非同频测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchPR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,异频/异系统RSRP测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchQR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,异频/异系统RSRQ测量启动门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRA,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,同频小区重选时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRASFHigh,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,TReselectionUTRA比例因子(高速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.TReselectionEUTRASFMedium,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,TReselectionUTRA比例因子(中速)
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.ThreshServingLow,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,低优先级重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.IdleMode.IntraFreq.ThreshServingLowQR9,2,2,"LST,MOD",SJ,LST MOBILITY_IDLE_MODE; MOD MOBILITY_IDLE_MODE,chapter:SJ,服务频点低优先级RSRQ重选门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BCCHARFCN,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,BCCH ARFCN
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BSIC,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,BSIC
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.BandIndicator,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,频段指示
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.CI,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,CI
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.Enable,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.LAC,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,LAC
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.PLMNID,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,PLMN ID
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.GSM.{i}.RAC,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_GSM; MOD INTER_RAT_CELL_GSM,chapter:SI,RAC
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.UMTS.{i}.CID,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_UMTS; MOD INTER_RAT_CELL_UMTS,chapter:SI,CID
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.NeighborList.InterRATCell.UMTS.{i}.LAC,2,2,"LST,MOD",SI,LST INTER_RAT_CELL_UMTS; MOD INTER_RAT_CELL_UMTS,chapter:SI,LAC
