path,secondary_node_match,secondary_match_kind,secondary_confidence,reason,chapter_code,chapter_name,secondary_node_name,secondary_object_path,secondary_group_code,source_type,source_file,rematch_decision,strict_match_level,access,data_type,old_target_node_name,old_target_object_path,old_target_group_code
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.ReportOnLeave,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.ReportQuantity,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.ThresholdTriggerType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.TimeToTrigger,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold1RSRP,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold1RSRQ,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold1SINR,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2EUTRARSRP,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2EUTRARSRQ,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.B2Threshold2EUTRASINR,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Enable,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Hysteresis,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.MaxReportCells,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.MeasurePurpose,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.PLMNID,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportAmount,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportInterval,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportOnLeave,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ReportQuantity,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.Threshold2TriggerType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.ThresholdTriggerType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.TimeToTrigger,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.IRAT.B2MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.A1ThresholdRSRP,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.A1ThresholdRSRQ,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.A1ThresholdSINR,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.Enable,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.Hysteresis,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.IncludeBeamMeasurements,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.MaxNrofRSIndexToReport,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.MaxReportCells,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.MeasurePurpose,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.PLMNID,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.ReportAmount,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.ReportInterval,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.ReportOnLeave,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.ConnMode.NR.A1MeasureCtrl.{i}.,
